Bairro,Azulejo-Código,Procedência,Fábrica,Dimensão-Formato,"Material, Técnica de Fabricação e Decorativa",Endereço,Uso-Aplicação,Altura,Largura,latitude,longitude
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 21-1-1,,,"15,3 x 15,3 cm",Cerâmica e vidrado Meio-relevo,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,15.3,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PMR 22-1-1,,,,Cerâmica e vidrado Meio-relevo,Travessa Frutuoso Guimarães n° 90,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4510368,-48.5010789
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 1-1-4,Porto/Portugal,Massarelos,"13,5 x 13,5 cm",Cerâmica e vidrado Relêvo,Travessa Campos Sales n° 573,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4543075,-48.4978101
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 1-1-5,Porto/Portugal,Massarelos ou Devezas,"13,7 x 13,7 cm",Cerâmica e vidrado Relêvo,Travessa Rui Barbosa n° 701,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.7,13.7,-1.9615324,-48.1932456
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 4-1-1,Porto/Portugal,Provavelmente Massarelos,,Cerâmica e vidrado Relêvo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 5-1-1,Porto/Portugal,Santo Antonio do Vale da Piedade (Década 1884),,Cerâmica e vidrado Relêvo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 5-1-2,Porto/Portugal,Santo Antonio do Vale da Piedade (Década 1884),,Cerâmica e vidrado Relêvo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 5-1-3,Porto/Portugal,Massarelos ou Devezas (Finais século XIX),,Cerâmica e vidrado Relêvo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 6-1-1,Sacavém/Portugal,Massarelos ou Devezas ou Santo Antonio do Vale da Piedade,13 x 13 cm,Cerâmica e vidrado Relêvo,Rua 15 de Novembro n° 319,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.1615771,-48.4688459
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 7-1-1,Porto/Portugal,Massarelos ou Devezas,14 x 14 cm,Cerâmica e vidrado Relêvo,Travessa Frutuoso Guimarães n° 611,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4510368,-48.5010789
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 8-1-1,Porto/Portugal,Massarelos ou Devezas,,Cerâmica e vidrado Relêvo,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 9-1-1,,,,Cerâmica e vidrado Relêvo,Avenida Presidente Vargas n° 790 (Antiga Pharmacia Central),"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4504167745797372,-48.49707031625408
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PR 10-1-1,,,,Cerâmica e vidrado Relêvo,Avenida Padre Eutiquio n° 2030,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4747097,-48.4719328
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmq 1-1-1,Portugal,,"13,5 x 13,5 cm",Cerâmica e vidrado Marmoreado,Travessa Benjamin Constant n° 1416,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4479264,-48.4926168
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmq 2-1-1,Portugal,,"13,5 x 13,5 cm",Cerâmica e vidrado Marmoreado,Rua tomazia Perdigão n° 62,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4570552,-48.5028955
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmq 3-1-1,,,,Cerâmica e vidrado Marmoreado,Avenida Governador José Malcher n° 459 e 884,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4512557,-48.4872807
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmr 1-2-2,Porto/Portugal,"Antonio Almeida & Cia.
Vila Nova de Gaia","17,5 x 17,5 cm",Cerâmica e vidrado Marmoreado,"Rua Dr. Assis n° 586; Avenida 16 de Novembro n° 41, 421, 427 e 443","Revestimento de fachada, assentados por compressão contra argamassa fresca.",17.5,17.5,-1.4619697,-48.5044161
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmr 1-2-2,Porto/Portugal,"Antonio Almeida & Cia.
Vila Nova de Gaia","17,5 x 17,5 cm",Cerâmica e vidrado Marmoreado,"Rua Dr. Assis n° 586; Avenida 16 de Novembro n° 41, 421, 427 e 443","Revestimento de fachada, assentados por compressão contra argamassa fresca.",17.5,17.5,-1.4619697,-48.5044161
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmr 1-3-3,Portugal,,"17 x 8,5 cm",Cerâmica e vidrado Marmoreado,Avenida Conselheiro Furtado n° 1885; Travessa são Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",17,8.5,-1.4631195,-48.4949718
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmr 1-3-3,Portugal,,"17 x 8,5 cm",Cerâmica e vidrado Marmoreado,Avenida Conselheiro Furtado n° 1885; Travessa são Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",17,8.5,-1.4631195,-48.4949718
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Pmr 2-1-1(Branco),,,,Cerâmica e vidrado Marmoreado,Rua Gaspar Viana n° 184/190,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4460356,-48.4943324
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 1 (Branco Leitoso),,,,Cerâmica e vidrado Liso,Avenida Nazaré n° 154 e 166,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4522372,-48.485104
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 2 (Marfim),,,"15,3 x 10 cm",Cerâmica e vidrado Liso,Travessa Campos Sales n° 280 esquina Rua 15 de Novembro,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,10,-1.4543075,-48.4978101
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 3-1 (Marfim),,,18 x12 cm,Cerâmica e vidrado Liso e bisotado,Travessa Castelo Branco n° 1258; Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",18,12,-1.4612954,-48.4705934
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 3-1 (Marfim),,,18 x12 cm,Cerâmica e vidrado Liso e bisotado,Travessa Castelo Branco n° 1258; Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",18,12,-1.4612954,-48.4705934
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 3-2 (Verde Musgo),,,18 x12 cm,Cerâmica e vidrado Liso e bisotado,Travessa Castelo Branco n° 1258; Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",18,12,-1.4612954,-48.4705934
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 3-2 (Verde Musgo),,,18 x12 cm,Cerâmica e vidrado Liso e bisotado,Travessa Castelo Branco n° 1258; Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",18,12,-1.4612954,-48.4705934
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 4 (Verde),,,18 x12 cm,Cerâmica e vidrado Liso e bisotado,Rua 15 de Novembro n° 167/171; Travessa são Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",18,12,-1.1615771,-48.4688459
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 4 (Verde),,,18 x12 cm,Cerâmica e vidrado Liso e bisotado,Rua 15 de Novembro n° 167/171; Travessa são Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",18,12,-1.1615771,-48.4688459
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 5-1,,,"17,8 x 12,4 cm",Cerâmica e vidrado Liso,Avenida Conselheiro Furtado n° 723 e 731,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",17.8,12.4,-1.4562079,-48.4705933
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 5-2,,,"17,8 x 12,4 cm",Cerâmica e vidrado Liso,Avenida Conselheiro Furtado n° 723 e 731; Avenida Nazaré n° 154 e 166; Travessa Presidente Pernambuco n° 204,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",17.8,12.4,-1.4562079,-48.4705933
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 6 (Verde),Sacavém/Portugal,Real Fábrica de Louça - Sacavém - Gilmar & Cia n° 14,"15,5 x 15 cm",Cerâmica e vidrado Liso,Avenida Gentil Bittencourt n° 1537,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.5,15,-1.4546616,-48.4608888
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 7,,,,Cerâmica e vidrado Liso e bisotado,Travessa Presidente Pernambuco n° 204,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4580157,-48.4918976
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 8,,,,Cerâmica e vidrado Liso e bisotado,Travessa Presidente Pernambuco n° 204,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4580157,-48.4918976
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plr 9 (Azul),,,,Cerâmica e vidrado Liso,Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4569976,-48.4990726
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plq 1 (Branco),,,"14,6 x 14,6 cm",Cerâmica e vidrado Liso,Rua Ó de Almeida n° 527; Avenida Conselheiro Furtado n° 1881; Avenida Governador José Malcher n° 459,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.6,14.6,-1.447171211269204,-48.49170885410774
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plq 1 (Branco),,,"14,6 x 14,6 cm",Cerâmica e vidrado Liso,Rua Ó de Almeida n° 527; Avenida Conselheiro Furtado n° 1881; Avenida Governador José Malcher n° 459,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.6,14.6,-1.447171211269204,-48.49170885410774
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plq 2 (Verde),,Servais Werke A.G. Ehrang,15 x 15 cm,Cerâmica e vidrado Liso,Rua Gama Abreu n° 1190 e 1202,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4565428,-48.4951893
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plq 2-1(Verde),,Servais Werke A.G. Ehrang,15 x 15 cm,Cerâmica e vidrado Liso,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plq 3 (Vinho),,,,Cerâmica e vidrado Liso,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-Plq 4 (Creme),,,,Cerâmica e vidrado Liso,Travessa Presidente Pernambuco n° 204,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4580157,-48.4918976
